,SMILES,4-block polymer,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,Band Gap (eV),Band Gap Uncertainty (eV),Total Dielectric Constant,Total Dielectric Constant Uncertainty,Probability of Improvement
597,OC(=O)CN,O-CO-CH2-NH,75.0320284,2.0,2.2,2.2,70.027,0.4802971300243957,0.31675597840558584,0.31675597840558584,-0.4802971300243957,75.06700000000001,30.0,0.38314459796917016,0.9674731630623132,0.01830597846535835,0.2625274181979607,0.7311339387090591,42.83817666879734,106.00110100573112,149.6861640355216,1.465300670814929,5.058727971813354e-11,5.676810000000002,1.2606098385803934,3.8492400000000013,0.8215807169006027,0.05680903945658276
825,CC(=O)OC,CH2-CO-O-CH2,74.036779432,1.8,2.0,2.0,68.031,0.46919810705104836,0.3018471669894446,0.3018471669894446,-0.46919810705104836,74.07900000000001,30.0,0.3923842768533406,0.9597081460289311,0.017736374211614458,0.2746954090051247,0.7152460829595413,38.20570565467173,98.87125789476612,137.92594065365282,1.4282982799751034,2.7095833830294027e-14,6.433000000000004,0.9271944015264523,3.7704400000000025,0.7919307610998749,0.05657574055264556
492,NCC(=O)O,NH-CH2-CO-O,75.0320284,2.0,2.2,2.2,70.027,0.4802971300243957,0.31675597840558584,0.31675597840558584,-0.4802971300243957,75.067,30.0,0.42862220717021227,0.9648250342660308,0.01644343468294556,0.2937931954114117,0.7074541410599785,39.08398007027579,103.73416153375658,149.1227541486922,1.4536610342611,2.366342920565122e-11,5.697950000000003,0.9655996294625809,3.799800000000002,0.8229398657867006,0.05536368261971163
242,CNC(=O)O,CH2-NH-CO-O,75.0320284,2.0,2.2,2.2,70.027,0.4650581672140397,0.4038970389941644,0.4038970389941644,-0.4650581672140397,75.067,30.0,0.41675692802932207,0.962741605291767,0.01859747222204557,0.26277936005635105,0.7310139397755212,38.501624987892754,107.546508898418,147.60804307524612,1.4496114626894743,2.4693737861031118e-11,5.714720000000003,1.1187094599374918,3.8732800000000025,0.7663259554459037,0.05224634233266885
914,C(=O)NC(=O)C,CO-NH-CO-CH2,87.0320284,1.8333333333333333,2.3333333333333335,2.3333333333333335,82.03799999999998,0.29933526067766014,0.22270945933256533,0.22270945933256533,-0.29933526067766014,87.07799999999999,34.0,0.4741464197450462,0.971151856872647,0.015753180268886106,0.24126810560089146,0.7586335098844073,49.70785168570663,163.57906551674927,205.86059405999526,1.6042149111468018,1.3942822932259103e-12,4.543429999999998,1.0208525860904039,4.140709999999999,0.8266922856543116,0.04887395415834871
843,COCC(=O),CH2-O-CH2-CO,74.036779432,2.0,2.6,2.6,68.03099999999999,0.3772344110018934,0.1451400827019988,0.1451400827019988,-0.3772344110018934,74.07900000000001,30.0,0.28674221132745986,0.945761677497169,0.019251401079724572,0.3654741289703472,0.8937785738809998,40.381125420962434,86.74393846048082,121.55972194379233,1.564152569385171,0.13306115863489676,6.271380000000002,1.253468555259317,3.7759300000000002,0.7767654848158064,0.04859970384937188
834,CC(=S)OC,CH2-CS-O-CH2,90.013935812,1.8,2.0,2.0,84.09899999999999,0.49053500435017466,0.15565550115011126,0.15565550115011126,-0.49053500435017466,90.14699999999999,30.0,0.2833575981594476,0.9229493750172532,0.00828489983148246,0.38419455808833386,0.782816740615136,58.3324348453929,160.96017710847548,187.33127812901867,1.5159819929118825,0.0652693925931223,4.888340000000003,1.6334072420081402,4.041029999999999,0.7568685832278853,0.04849157179181875
604,OC(=O)NC,O-CO-NH-CH2,75.0320284,2.0,2.2,2.2,70.027,0.4650581672140397,0.4038970389941643,0.4038970389941643,-0.4650581672140397,75.06700000000001,30.0,0.42028168863867343,0.9637916089168377,0.01883462438051949,0.2750857840730284,0.7233861956608926,38.79695217128755,107.49969387427137,147.8793406572551,1.4440233933678874,1.2703492246432482e-13,5.687950000000003,1.0586229863725807,3.858530000000003,0.7538454106805362,0.04822803845810666
1073,OC(=O)CO,O-CO-CH2-O,76.01604398799999,1.8,2.0,2.0,72.01899999999999,0.47954077546948304,0.328849903557252,0.328849903557252,-0.47954077546948304,76.051,30.0,0.38937297437502294,0.9587863716361906,0.016800970471766118,0.29199178410589965,0.7417271454385124,45.06080370229662,111.05050659494158,152.92633338302124,1.4634760868606589,1.17691417872684e-10,5.614080000000004,1.1498646045508638,3.8117100000000006,0.7936854692117918,0.0472459432316502
345,C(=O)OCN,CO-O-CH2-NH,75.0320284,2.0,2.6,2.6,70.027,0.4521796082085512,0.2938856670764872,0.2938856670764872,-0.4521796082085512,75.06700000000001,30.0,0.27638473771699007,0.9472432242239041,0.016657970790579023,0.3128164259667412,0.7306201035811289,45.517908005194265,101.30767777027096,127.91708473361568,1.346301075098288,0.12130901516411607,6.648520000000004,0.520953463061877,3.7363700000000004,0.7532723382819312,0.046684045936062527
1069,OCOC(=O),O-CH2-O-CO,76.01604398799999,2.0,2.6,2.6,72.01899999999999,0.44089046105691937,0.294684285777294,0.294684285777294,-0.44089046105691937,76.051,30.0,0.2955612667542852,0.9429403164535152,0.016333012690168788,0.36264136997346996,0.8861368925463173,44.74986518791689,98.38287875366788,178.92374100783226,1.575651674354855,0.11398633793507293,4.50918,0.6251683033243054,4.3035900000000025,0.8826369904387579,0.046493853072136763
