,SMILES,4-block polymer,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,Band Gap (eV),Band Gap Uncertainty (eV),Total Dielectric Constant,Total Dielectric Constant Uncertainty,Probability of Improvement
787,C1=CC=CC=C1OCC1=CC=CC=C1,C6H4-O-CH2-C6H4,184.088815004,0.7142857142857143,1.2857142857142858,1.9285714285714286,172.14199999999997,0.48891741742682365,0.11931009450015,0.11931009450015,-0.48891741742682365,184.23800000000003,70.0,0.7661377319719902,0.9633514089296875,0.0032286172566536103,0.08579507594157966,0.8784237205486045,264.473049371178,977.915456024979,1784.4675276795194,3.171881263558031,3.5266625500569853e-08,3.299260000000001,0.740895536758759,4.484330000000001,0.7949946647482168,0.0028028143774011765
193,C1=CC=CC=C1OC1=CSC=C1N,C6H4-O-C4H2S-NH,191.040484908,1.0769230769230769,1.8461538461538463,2.4615384615384617,182.18299999999996,0.4543262484166866,0.16048117605940238,0.16048117605940238,-0.4543262484166866,191.25499999999997,66.0,0.524110258908573,0.9776099072354391,0.004183004290627887,0.2141412219901164,0.8925506763751787,245.8264271308231,1095.313221784027,1201.221481948964,2.730182833193872,0.14683558741452937,3.812750000000002,0.6171328358692825,3.8808600000000006,0.8848173859032982,0.0027995482879945117
705,C1=CSC=C1OC1=CSC=C1N,C4H2S-O-C4H2S-NH,196.996905844,1.1666666666666667,2.0833333333333335,2.6666666666666665,190.22799999999998,0.45344765490221206,0.16052571520975994,0.16052571520975994,-0.45344765490221206,197.28399999999996,62.0,0.5391728925407537,0.9818251555662085,0.0033577129677746483,0.1966489956660659,0.8896198494056994,234.59606762905412,1143.30690883492,1271.015658111381,2.730525483593262,3.226337956963732e-10,3.7054899999999997,0.6861121344672673,3.910160000000001,0.827450131749137,0.002779310543358446
808,CCC1=CC=CC=C1C(=O),CH2-CH2-C6H4-CO,134.07316494,1.4,2.1,2.6,124.09799999999997,0.29788534934697264,0.14982556853274998,0.14982556853274998,-0.29788534934697264,134.17799999999997,52.0,0.22788550170125219,0.8781152414483537,0.004054515776836958,0.46596584272272296,0.7238119692611144,242.1250390321645,358.1707366021608,493.46954269798005,2.036187248281513,0.090291461475102,3.615690000000001,0.6224918024300437,4.4183400000000015,0.72653366733778,0.0027688663117739895
1086,OC(=S)OC(=O),O-CS-O-CO,105.97246492400001,2.0,2.5,2.5,104.08599999999998,0.47205392608215346,0.35694754907134574,0.35694754907134574,-0.47205392608215346,106.10199999999999,34.0,0.21208284467336194,0.9172266724811439,0.008645645269351672,0.3849008821118662,0.8434749105532877,106.24937726524591,227.07761711049378,253.16835137613648,1.6813895106050565,0.4076137205536983,3.2473700000000014,0.7184925162144323,4.7249000000000025,0.8345198879384441,0.0027284168651046602
1003,C(=S)NC(=S)O,CS-NH-CS-O,120.965605716,1.8333333333333333,2.3333333333333335,2.3333333333333335,118.162,0.4863980048144133,0.25834664626029136,0.25834664626029136,-0.4863980048144133,121.18599999999999,34.0,0.40548348738207274,0.9600844663216267,0.006913347474485265,0.21549295751048678,0.8277954152114697,69.34372808326226,310.7054324621726,506.4239913127061,1.7142054123984152,0.058848696118953304,3.3879099999999993,0.6850154396843089,4.56864,0.7859104761931615,0.002712051457367025
1012,C(=S)OC(=S)N,CS-O-CS-NH,120.965605716,1.8333333333333333,2.3333333333333335,2.3333333333333335,118.162,0.4281700064403107,0.2592298129333634,0.2592298129333634,-0.4281700064403107,121.18600000000002,34.0,0.4134116275146014,0.9817256098460473,0.006199811763460376,0.11781038693256808,0.7319320681801694,64.53299752613614,393.2198421374924,409.8357347608164,2.1274772660951093,0.13819731153632633,3.4702400000000018,0.6983604587594876,4.304439999999997,0.7857461163176465,0.0026781193483531194
666,C1=CSC=C1CC1=CSC=C1N,C4H2S-CH2-C4H2S-NH,195.017641288,1.1666666666666667,2.0833333333333335,2.6666666666666665,186.23999999999998,0.39782212459809646,0.04581815038316975,0.04581815038316975,-0.39782212459809646,195.31199999999998,62.0,0.4977751767685659,0.9721714935570052,0.0032610108859496764,0.22184318649858326,0.8849309439793732,272.9161499673563,1173.7351407970225,1227.4396432327933,2.666896850723117,0.2175615279365328,3.745929999999999,0.6409276331872259,4.035510000000003,0.7706398164945765,0.002654683627054897
498,NCOC1=CC=CC=C1,NH-CH2-O-C6H4,123.068413908,1.2222222222222223,1.8888888888888888,2.4444444444444446,114.08299999999998,0.47861015680227614,0.13659683299238376,0.13659683299238376,-0.47861015680227614,123.15499999999996,48.0,0.6429098511418394,0.9757309298225123,0.007924141887601878,0.21790754044477054,0.830005554435505,102.07854506345768,383.177310137137,564.2073863333427,2.2192407881124723,0.06520952766111643,3.8706400000000003,0.6587992526622619,3.806640000000001,0.7694365838913931,0.0026141103651859997
757,C1=CC=CC=C1C(=O)C1=CC=CC=C1N,C6H4-CO-C6H4-NH,197.084063972,0.8666666666666667,1.4666666666666666,2.1333333333333333,186.14899999999997,0.3981289924966804,0.1945910945645229,0.1945910945645229,-0.3981289924966804,197.237,74.0,0.4932431188643555,0.9700268816379125,0.0023813992223282697,0.23131219503680833,0.7851505512442917,332.0878820533045,1145.4011467077494,1456.302606576733,2.7725962786427907,0.02159259691497103,3.641569999999999,0.6522307349825474,4.07188,0.859896673304294,0.0026132849842754216
799,CC1=CC=CC=C1CC(=O),CH2-C6H4-CH2-CO,134.07316494,1.4,2.1,2.7,124.09799999999997,0.30302819104602496,0.12387082914526096,0.12387082914526096,-0.30302819104602496,134.178,52.0,0.24595320658795264,0.9291560513473817,0.004618419988055594,0.3798750921318395,0.8339660545533717,177.86669728816233,382.2266007760992,479.219520591183,2.1054618118587496,0.2376218159192628,3.7819300000000022,0.6694809075518908,3.94621,0.7314131579990365,0.0025757750100827326
667,C1=CSC=C1CC1=CSC=C1O,C4H2S-CH2-C4H2S-O,196.001656876,1.1666666666666667,2.0833333333333335,2.6666666666666665,188.23199999999997,0.5067854076660863,0.12927529032868904,0.12927529032868904,-0.5067854076660863,196.296,62.0,0.4675001302589239,0.9757651045800506,0.003217887771747646,0.22066575582099568,0.910491596136923,281.0015113264083,1132.2885438107426,1238.317095663309,2.6573476829552445,0.15568586303002518,3.7735300000000005,0.6395501922111713,3.9854700000000007,0.7645514242018566,0.0025440055325013857
238,CC(=S)OC1=CSC=C1,CH2-CS-O-C4H2S,157.986006812,1.7777777777777777,2.5555555555555554,3.0,152.19899999999998,0.44972430669016084,0.1637813809441042,0.1637813809441042,-0.44972430669016084,158.24699999999999,48.0,0.5134051974384064,0.9782492106550356,0.006187065973913842,0.1872177247712828,0.9595850643059266,143.961269829285,615.9419045976125,784.0893865462857,2.3898074550196653,0.16004855521063308,3.7253200000000017,0.6963972143092761,3.9158699999999995,0.7548197948141155,0.002535189847054825
952,C(=S)CC(=S)C(=O),CS-CH2-CS-CO,131.970356748,1.7142857142857142,2.2857142857142856,2.4285714285714284,128.177,0.29731327849921335,0.1565867964268007,0.1565867964268007,-0.29731327849921335,132.209,38.0,0.2239378961968891,0.886730743891503,0.006683007133970237,0.21390812533290926,0.7030175587441146,167.47352975877084,296.38104906121,430.25370251849165,2.074920145427573,0.01572264372426516,2.7129299999999987,1.006374754310136,4.389140000000001,0.7872915874505076,0.0025230124411191224
1031,NCNC1=CSC=C1,NH-CH2-NH-C4H2S,128.040819256,1.75,2.625,3.125,120.136,0.37202859584574377,0.06277938360236737,0.06277938360236737,-0.37202859584574377,128.19999999999996,44.0,0.5854396874203386,0.9783833189060658,0.01046951937854608,0.17216533188428576,0.8634725434239828,99.21661213872432,434.56618045343663,477.59498424458485,2.028148640874845,0.06965033295211463,3.9045799999999975,0.6896953264216975,3.725520000000001,0.7471022038418476,0.0024697344747806943
1042,NC(=S)CN,NH-CS-CH2-NH,90.02516919199999,1.8,2.0,2.0,84.10300000000001,0.39226180019237455,0.08650616658767701,0.08650616658767701,-0.39226180019237455,90.15100000000001,30.0,0.3796296417739141,0.9590061465585258,0.007059881985523822,0.41608214383320613,0.7764325822212829,81.40147508302442,161.87133295634692,205.84168358787892,1.5857753542706314,0.11936827384515604,3.0098600000000006,0.8456607948879439,4.190500000000001,1.2497085845363056,0.0024053580294358832
1027,NCC1=CSC=C1N,NH-CH2-C4H2S-NH,128.040819256,1.5,2.25,2.5,120.136,0.3977917811236508,0.046779293204400475,0.046779293204400475,-0.3977917811236508,128.2,44.0,0.30443299644246496,0.9426489027548108,0.0037100569589956314,0.37712717932730977,0.6232103398539599,169.4540041909576,278.3273348448386,434.004050324559,1.9408567440911897,0.10767700259879442,3.8303700000000016,0.6501569387719954,3.762030000000002,0.8245114746671941,0.002398906033793933
291,C(=O)CC1=CC=CC=C1O,CO-CH2-C6H4-O,136.052429496,1.4,2.1,2.7,128.08599999999998,0.5076618662163151,0.124002981513117,0.124002981513117,-0.5076618662163151,136.14999999999998,52.0,0.26382702034478844,0.9091235504275991,0.004300501462263178,0.4098051333866075,0.7660454297363748,187.13094831827095,379.748382030613,679.7322775840402,2.0384718141470897,0.23916792219892502,3.823170000000002,0.6024428781639353,3.9622,0.7881629954798594,0.0023852162771877787
95,C1=CSC=C1OCN,C4H2S-O-CH2-NH,129.024834844,1.75,2.625,3.125,122.12799999999999,0.4777340612781616,0.13664194540771035,0.13664194540771035,-0.4777340612781616,129.184,44.0,0.5526977106732551,0.9843554644161673,0.010153827143099621,0.17564100871399319,0.8626716714982375,68.18520575237807,388.7686389839107,497.6214997476301,1.9758365743795687,0.06711949681623154,3.920699999999999,0.6733235514523841,3.7426500000000016,0.7324579708242279,0.0023436985358321863
430,C(=S)NCC1=CSC=C1,CS-NH-CH2-C4H2S,157.001991224,1.7777777777777777,2.6666666666666665,3.2222222222222223,150.207,0.37810544695448545,0.06170618718925252,0.06170618718925252,-0.37810544695448545,157.263,48.0,0.4989818016686895,0.9747839261029807,0.0038516671192557676,0.20243978744485716,0.8223357035994318,219.26524058428828,818.254904411778,900.5849079118786,2.597218251113214,0.08094273117581255,3.351340000000001,0.6638967940674171,4.742159999999998,0.7195490363709215,0.0023433349983191555
823,CC(=O)C(=S)C,CH2-CO-CS-CH2,102.013935812,1.5,1.6666666666666667,1.6666666666666667,96.10999999999999,0.2939531644508192,0.16567498483364052,0.16567498483364052,-0.2939531644508192,102.15799999999999,34.0,0.3272861571239694,0.9428437713869855,0.007166898818182895,0.3285501874263381,0.6652567542501956,92.12089271729691,189.31412371434038,273.0564331474807,1.7008276339311295,3.5050711577485756e-13,3.1406800000000006,0.8729212209278185,4.158520000000001,0.7812958956782556,0.00233418795751643
998,C(=S)NC(=O)C(=S),CS-NH-CO-CS,132.965605716,1.5714285714285714,2.142857142857143,2.2857142857142856,130.173,0.31876178819121465,0.25886318641144923,0.25886318641144923,-0.31876178819121465,133.19699999999997,38.0,0.7049838049420432,0.9987972607132463,0.012960640326303638,0.10505835679004458,0.7919068709121908,72.80322355411447,582.2485164318427,631.2954865352845,2.3100268222544695,1.9266560492205503e-11,3.0309100000000004,0.7842582777084866,4.752049999999998,0.8317081708783898,0.002305810159314471
571,OCC1=CC=CC=C1C(=O),O-CH2-C6H4-CO,136.052429496,1.4,2.1,2.6,128.08599999999998,0.39165579039260806,0.14991357328581273,0.14991357328581273,-0.39165579039260806,136.14999999999998,52.0,0.2692810522241095,0.9088879588474638,0.002243108916520621,0.4125879516091937,0.567262912740826,241.24114428141567,324.76376475557123,550.2753696931738,2.0430465425467803,0.010661752297733721,3.298550000000002,0.7068321115316326,4.554260000000005,0.7908061227622712,0.002303081232447695
457,NC1=CSC=C1CC1=CC=CC=C1,NH-C4H2S-CH2-C6H4,189.061220352,1.0769230769230769,1.8461538461538463,2.4615384615384617,178.19499999999996,0.39782212775834563,0.04581764949648821,0.04581764949648821,-0.39782212775834563,189.28300000000002,66.0,0.464555444672481,0.9701065898397732,0.0032001017041168142,0.22449626376647086,0.8910632749731165,276.2088430367303,1000.8046790156491,1110.9670719435771,2.665575938121203,0.1797476882365827,3.659249999999999,0.6657638168491454,4.009730000000002,0.783145776892129,0.00226793670953585
788,C1=CC=CC=C1OC(=O)C1=CC=CC=C1,C6H4-O-CO-C6H4,198.06807956,0.8,1.3333333333333333,1.9333333333333333,188.14099999999996,0.4229406059928973,0.34302155414109664,0.34302155414109664,-0.4229406059928973,198.221,74.0,0.7195648278536627,0.994261720944846,0.0051234828661837605,0.10717549318651323,0.9698497471653077,195.33344096051167,1738.7540588653503,1785.1456185860857,3.1182194418048375,0.10808483970302092,3.1189200000000015,0.6939088090874577,5.336330000000003,0.7752184686605322,0.0022408685389841997
250,COC(=O)C1=CSC=C1,CH2-O-CO-C4H2S,142.008850432,1.7777777777777777,2.5555555555555554,3.0,136.131,0.4653963241692031,0.3381946379996058,0.3381946379996058,-0.4653963241692031,142.179,48.0,0.5987479115655665,0.9891821064705839,0.008421015557905401,0.14905929804748225,0.8377447555212665,101.46260562083103,574.1586818422428,683.5229407115141,2.247258569911237,1.0347783493837749e-10,3.7414300000000016,0.5867719979303588,4.1682299999999985,0.7694617371274862,0.002234896555074559
829,CC(=S)CC1=CC=CC=C1,CH2-CS-CH2-C6H4,150.05032132,1.3,1.9,2.4,140.16599999999997,0.0896324087144258,0.0035349089382125777,0.0035349089382125777,-0.0896324087144258,150.24599999999998,52.0,0.5468340584589412,0.9817451468487578,0.0063689899961632945,0.22653883571096975,0.9029355743043007,141.18066957402496,669.7174463659026,753.6659204510099,2.400847531103205,0.16581871782704116,4.066439999999999,0.7674279264982387,3.333580000000002,0.8088058155142631,0.002202521648511393
671,C1=CSC=C1CNC1=CSC=C1,C4H2S-CH2-NH-C4H2S,195.017641288,1.0833333333333333,1.9166666666666667,2.5833333333333335,186.23999999999998,0.3802638770938189,0.045099391912785475,0.045099391912785475,-0.3802638770938189,195.312,62.0,0.4902020832298243,0.9793469558302206,0.003077100864173478,0.05678638082160224,0.9333416900227801,264.21913713725144,1168.058892853993,1279.9273713714595,3.2651555244659143,0.15921392826180425,3.68773,0.6366323090157804,4.0668700000000015,0.7665244673271998,0.002194336527165479
87,C1=CSC=C1NC(=S)O,C4H2S-NH-CS-O,158.98125578,1.7777777777777777,2.5555555555555554,3.0,154.195,0.4864016859513884,0.25819137099933115,0.25819137099933115,-0.4864016859513884,159.23499999999999,48.0,0.5878737556735011,0.9821412837787902,0.006055241189994014,0.18673406039744045,0.8360553671288884,111.72904940647209,651.5563931155265,963.8429629132763,2.307249915431411,2.2956282579635165e-09,3.5372700000000012,0.6140350176207064,4.445429999999999,0.8172236756973404,0.002140192551475037
774,C1=CC=CC=C1NC1=CC=CC=C1C,C6H4-NH-C6H4-CH2,183.104799416,0.7857142857142857,1.4285714285714286,2.142857142857143,170.14999999999998,0.35531054871322926,0.04134230026043396,0.04134230026043396,-0.35531054871322926,183.254,70.0,0.5457326716359436,0.9840118752934415,0.003409115739729261,0.1766239844210791,0.8213010619981455,239.02382360421822,1058.179370701485,1302.5590350911448,2.7640700035354344,6.134310734219116e-11,3.841120000000002,0.6491562471280005,3.768180000000005,0.7790094081900959,0.0021120928300022153
954,C(=S)CC(=S)O,CS-CH2-CS-O,119.970356748,1.8333333333333333,2.3333333333333335,2.3333333333333335,116.166,0.5017099582782458,0.16070769858039266,0.16070769858039266,-0.5017099582782458,120.198,34.0,0.37942942688531883,0.959854976124555,0.008054498402114174,0.21305162203780537,0.9290645433911193,97.24900288954147,343.0956748377594,408.0260015243625,2.028869390713747,0.02803444108194097,3.44289,0.7012138753586983,4.138350000000002,0.8618584715607325,0.002093323842711908
29,C1=CSC=C1CC(=S)O,C4H2S-CH2-CS-O,157.986006812,1.7777777777777777,2.5555555555555554,3.0,152.19899999999998,0.5017149574321023,0.16049817928414745,0.16049817928414745,-0.5017149574321023,158.24699999999999,48.0,0.5744558666237458,0.9863298239900707,0.006151345331021889,0.17560050311743053,0.9108661741572163,151.3144588764653,768.7339707741481,813.7352984029897,2.40074031250579,0.2970802621051085,3.70475,0.6062970757867245,4.132899999999999,0.7599703602943675,0.002072495936507315
342,C(=O)OCC1=CSC=C1,CO-O-CH2-C4H2S,142.008850432,1.7777777777777777,2.6666666666666665,3.2222222222222223,136.13099999999997,0.4629954676192183,0.2929144664539639,0.2929144664539639,-0.4629954676192183,142.179,48.0,0.4829415203699456,0.9952852138165251,0.0063456895436618905,0.24250149722975436,0.8505447433271914,126.08246627034471,746.5411300911486,824.0246417465139,2.103811587214345,0.19382243128367294,3.5150400000000004,0.6746004042883681,4.220789999999999,0.7477473796146066,0.002060725192038679
39,C1=CSC=C1C(=O)C1=CC=CC=C1O,C4H2S-CO-C6H4-O,204.024500496,1.2142857142857142,2.0,2.642857142857143,196.18599999999995,0.5071848855728179,0.19707635992089323,0.19707635992089323,-0.5071848855728179,204.25,70.0,0.5192941452500835,0.9745063626639937,0.0025102874075334726,0.20404931142296662,0.798319021805867,331.0399655949281,1189.4435883560925,1524.073800382899,2.7672621348391084,0.00846303283357479,3.18943,0.6774660105751679,5.079160000000003,0.7530695500117579,0.0020394038672377672
1024,NC1=CC=CC=C1NC,NH-C6H4-NH-CH2,122.08439831999999,1.3333333333333333,2.0,2.4444444444444446,112.09099999999998,0.39705687392247363,0.05708116647782182,0.05708116647782182,-0.39705687392247363,122.17099999999999,48.0,0.2979212984061926,0.9296990257035657,0.0038057714765382085,0.3768325516439483,0.6330315240915955,161.93079628514369,275.14712132946113,433.9844276736825,1.9621833490112892,1.0567061526839929e-11,3.8234800000000053,0.6305181585991881,3.7795199999999998,0.8075537378852575,0.0020274656387148284
124,C1=CC=CC=C1CC1=CSC=C1O,C6H4-CH2-C4H2S-O,190.04523594,1.0769230769230769,1.8461538461538463,2.4615384615384617,180.18699999999995,0.5067854118041087,0.12927478749140756,0.12927478749140756,-0.5067854118041087,190.267,66.0,0.46054129928065357,0.973916638295724,0.003056816546689807,0.23715255148334205,0.8885430795632371,278.9737763032159,1066.6103123030136,1187.2790554188055,2.6675151051332864,0.17773091273463246,3.6554800000000007,0.6897114420454844,3.918640000000001,0.7661510974962293,0.002025859616571682
1002,C(=S)NC(=S)C(=O),CS-NH-CS-CO,132.965605716,1.7142857142857142,2.2857142857142856,2.4285714285714284,130.173,0.3410091559441907,0.17694117163603837,0.17694117163603837,-0.3410091559441907,133.197,38.0,0.4471780858954103,0.9726656310330314,0.0052133753505227,0.2854820537989685,0.8766205736267173,131.5437221678758,473.3389426109874,586.9589532737797,2.144938387910305,0.019026472864288012,3.16739,0.7115511813739054,4.804149999999999,0.7881450520848718,0.0020112120718940494
522,NC(=S)OC1=CSC=C1,NH-CS-O-C4H2S,158.98125578,1.7777777777777777,2.5555555555555554,3.0,154.195,0.4311869384627429,0.2590231366365284,0.2590231366365284,-0.4311869384627429,159.23499999999999,48.0,0.5274276483885215,0.9849965030032386,0.007669789195712074,0.19295892867041717,0.8708987675475945,158.68091428435633,614.8625387843122,782.3376274985358,2.346833291072992,0.10702940693377476,3.4880200000000015,0.6566611813318164,4.2840099999999985,0.811404583905859,0.002011003627134441
1051,OC1=CSC=C1OC1=CC=CC=C1,O-C4H2S-O-C6H4,192.024500496,1.0769230769230769,1.8461538461538463,2.4615384615384617,184.17499999999995,0.5036644661948486,0.17922687832256648,0.17922687832256648,-0.5036644661948486,192.239,66.0,0.5350854169499407,0.9820675706945832,0.003182992832478734,0.18822203651131703,0.8902542081865173,231.9394095148465,1126.4939768149266,1312.1080489767294,2.6711453161507275,0.14660911234007207,3.9888800000000013,0.633210662129075,3.6222400000000023,0.7654381052994503,0.001981846417530676
956,C(=S)COC(=S),CS-CH2-O-CS,119.970356748,1.5,2.1666666666666665,2.3333333333333335,116.166,0.4849109845371007,0.14635317039664966,0.14635317039664966,-0.4849109845371007,120.19799999999998,34.0,0.5252888642418325,0.9949141189216928,0.016166264138363043,0.09491101020430331,0.7528457225959834,57.197220566484525,385.83614696873934,347.798421502127,1.83860404596873,0.2320219461654597,3.6838400000000022,0.6724709270057568,3.883750000000002,0.7896811463187338,0.001981449674301345
800,CC1=CC=CC=C1CN,CH2-C6H4-CH2-NH,121.08914935199999,1.3333333333333333,2.0,2.4444444444444446,110.09499999999998,0.3264885234337377,0.01802490788998486,0.01802490788998486,-0.3264885234337377,121.183,48.0,0.26887494293843767,0.9267657822824306,0.004577720977193205,0.3916056548882497,0.6752781844598295,152.90359679588855,258.72582011104333,429.06516577174733,1.9340096561631914,0.12221741826371699,4.0683700000000025,0.5585991445871251,3.4920700000000036,0.8695586925329714,0.001976124239747045
569,OCC1=CSC=C1N,O-CH2-C4H2S-NH,129.024834844,1.625,2.375,2.625,122.12799999999999,0.39776101795165497,0.07096701835105054,0.07096701835105054,-0.39776101795165497,129.184,44.0,0.3148374690296933,0.9329142341310824,0.004944534810945354,0.36757902569349815,0.6931602169823339,144.59008458694024,299.63889960806506,463.1217101899495,1.948804434185403,1.0719221473249605e-11,3.741880000000003,0.6780017479269271,3.7960299999999996,0.782677350485957,0.001968417663996545
1071,OC(=O)C1=CSC=C1O,O-CO-C4H2S-O,143.988114988,1.5555555555555556,2.2222222222222223,2.4444444444444446,140.11899999999997,0.5061723463723617,0.3398330038729876,0.3398330038729876,-0.5061723463723617,144.151,48.0,0.3457018785442885,0.9485255673956825,0.0036967046698558985,0.3117775339572309,0.6882745888742662,189.91728701153707,403.3774693988595,594.713472695782,2.061558525565027,1.7070265643421329e-10,3.55936,0.6330787734928867,4.256920000000004,0.7833565819454981,0.001960089989523072
21,C1=CSC=C1CC1=CC=CC=C1O,C4H2S-CH2-C6H4-O,190.04523594,1.1538461538461537,2.0,2.6923076923076925,180.18699999999995,0.507663585905649,0.11860174683689798,0.11860174683689798,-0.507663585905649,190.267,66.0,0.4673937157726092,0.9787150962410766,0.003308854442941013,0.24821286954928334,0.8975058233061081,252.55298661041377,1069.5323768597134,1328.4130126522107,2.7868554886786465,0.1394101425014221,3.59813,0.6385145717394097,4.07044,0.8581414130199533,0.0019597740964290154
314,C(=O)C(=S)NC1=CSC=C1,CO-CS-NH-C4H2S,170.98125578,1.8,2.6,3.1,166.206,0.3432095152771362,0.17693565589446789,0.17693565589446789,-0.3432095152771362,171.246,52.0,0.5220515274630481,0.9801433015323726,0.005756017610202972,0.18971718363219392,0.8190932681013906,175.20436357626838,818.6189341297245,1049.3531547412554,2.5627385119735364,7.18586447645245e-10,3.38316,0.6511967871393083,4.624949999999998,0.7126839474569057,0.0019507154951758053
413,C(=S)C(=O)CC1=CC=CC=C1,CS-CO-CH2-C6H4,164.029585876,1.3636363636363635,2.0,2.5454545454545454,156.16499999999996,0.29355799722468473,0.17021098073277222,0.17021098073277222,-0.29355799722468473,164.22899999999998,56.0,0.697494915459437,0.9932839814038763,0.007950888331048263,0.1483571276653004,0.8352912535886142,158.7906559412028,969.5400019885084,1057.6754144401957,2.4754775613393614,0.1463991390555228,2.9245700000000014,0.8371502103313413,4.583679999999998,0.7689939948634864,0.0019366740410357085
759,C1=CC=CC=C1C(=O)CC1=CC=CC=C1,C6H4-CO-CH2-C6H4,196.088815004,0.8,1.3333333333333333,1.9333333333333333,184.15299999999996,0.2938172763430553,0.1667321527414107,0.1667321527414107,-0.2938172763430553,196.24900000000002,74.0,0.5146320335167028,0.9943706730517822,0.0031095088432815943,0.10432487246463255,0.9697505323389832,185.2483172344032,1394.532460165782,1741.5936521940023,3.1486365787148323,0.16392798155568028,3.3968399999999996,0.6103712665616945,4.849759999999999,1.0667403068293617,0.001914957905627551
617,OC(=S)CN,O-CS-CH2-NH,91.00918478,2.0,2.2,2.2,86.095,0.5010519223163032,0.17002786414086643,0.17002786414086643,-0.5010519223163032,91.13500000000002,30.0,0.35202899383440317,0.9519867491462414,0.01261056766680871,0.29915694867641146,0.7612747164342872,61.58640654875735,159.411021494373,208.69265033789372,1.5846169316766177,0.14673176238266628,3.6964000000000006,0.682445208513328,3.784580000000001,0.8124792059105529,0.001889032270175524
1043,NC(=S)C(=O)N,NH-CS-CO-NH,104.004433748,1.5,1.6666666666666667,1.6666666666666667,100.102,0.38541978034362234,0.27537466796835675,0.27537466796835675,-0.38541978034362234,104.134,34.0,0.32343811309793913,0.9394076264929916,0.007072680016266585,0.3274664624998179,0.6660287611492686,97.26093995337831,187.9648473409409,283.0948006608429,1.693142814991208,5.547185409540158e-11,3.0290800000000013,0.8110933204444332,4.501460000000002,0.7306981958699781,0.0018689492858032246
301,C(=O)COC(=S),CO-CH2-O-CS,103.993200368,1.8333333333333333,2.5,2.6666666666666665,100.09800000000001,0.4823896642184191,0.1569539517872769,0.1569539517872769,-0.4823896642184191,104.13,34.0,0.5364055733653466,0.9825912955356516,0.011037384957127092,0.08574224410152939,0.8936907820638034,89.44875210348191,186.72411260124855,308.3884084543203,1.5833465241644524,0.06897313351166998,3.7715999999999985,0.6169137853019344,3.894440000000001,0.7866502568664216,0.001857205535902092
748,C1=CC=CC=C1CC1=CC=CC=C1O,C6H4-CH2-C6H4-O,184.088815004,0.7857142857142857,1.4285714285714286,2.142857142857143,172.14199999999997,0.5076635900165576,0.11860124567724632,0.11860124567724632,-0.5076635900165576,184.238,70.0,0.41774658477564613,0.9699727480426605,0.0030388306541000104,0.2710086030867403,0.8812788263872539,284.10753940459244,992.5597804154676,1250.7254633551875,2.679211524284359,0.15519102485974312,3.4962000000000004,0.715992996622516,4.061480000000001,0.7383588723800568,0.0018181207394591154
1082,OC(=S)C(=O)O,O-CS-CO-O,105.97246492400001,1.5,1.6666666666666667,1.6666666666666667,104.08599999999998,0.4938726643291792,0.38241263227377204,0.38241263227377204,-0.4938726643291792,106.10199999999999,34.0,0.30365705680529154,0.9382528379906288,0.006539850982258749,0.36316167542905237,0.6722788742607044,100.8372807996232,191.44228700541754,300.7864788853217,1.6895798041075771,8.055414591514934e-13,3.13281,0.7956984067913621,4.318830000000002,0.7776603352777758,0.0018048839945750527
762,C1=CC=CC=C1C(=O)OC1=CC=CC=C1,C6H4-CO-O-C6H4,198.06807956,0.8,1.3333333333333333,1.9333333333333333,188.14099999999996,0.4229406059928973,0.34302155414109664,0.34302155414109664,-0.4229406059928973,198.221,74.0,0.7140807391304492,0.9948244299707018,0.00527649399109507,0.10739202197350103,0.9704099178026216,184.72305326741818,1730.6956590654515,1766.595295099669,3.1318110786257827,0.11039476124393184,3.0969500000000014,0.6839553120069849,5.336330000000003,0.7752184686605322,0.001801576001150255
1078,OC(=O)OC(=S),O-CO-O-CS,105.972464924,2.0,2.5,2.5,104.08600000000001,0.5110761305464636,0.5110761305464636,0.4494022784790528,-0.4494022784790528,106.102,34.0,0.560105914487695,0.9872427618194093,0.017030749178422618,0.1590631927002464,0.8107776020612013,56.51453761564533,248.22022385135924,303.60944330009784,1.8650398382191784,0.12421215507734494,3.389150000000002,0.6324742922879067,4.697130000000002,0.6925609394848009,0.0017983938608016068
471,NC1=CC=CC=C1CC1=CSC=C1,NH-C6H4-CH2-C4H2S,189.061220352,1.1538461538461537,2.0,2.6923076923076925,178.19499999999996,0.3984959719248812,0.03494652439131868,0.03494652439131868,-0.3984959719248812,189.28300000000002,66.0,0.4338431393485409,0.9698061198938105,0.003357088307602671,0.22917495018794795,0.9115146083993705,276.1829558095282,1064.708858541124,1181.7071556201038,2.6842813806782035,0.20293741815899952,3.6795399999999967,0.6451221919714055,3.972690000000002,0.760503281476082,0.0017972879426539135
